script|job.arctic-isolated-instnace.argue.groundwork.bothComplete:5, profArctic, , "{@profArctic}  Trust me, it takes practice.", "{@profArctic} Créeme, se necesita práctica."
script|job.arctic-isolated-instnace.argue.groundwork.bothComplete:6, , , "Let's dig a little deeper. We know there are plenty of Glass Sponges at Site X, and none of them at Site Z.", "Investiguemos un poco más. Sabemos que hay muchas Esponjas Vítreas en el Sitio X, y no hay ninguna en el Sitio Z."
script|job.arctic-isolated-instnace.argue.groundwork.bothComplete:7, , , "Could something be happening to them on the way?", "¿Podría estar pasándoles algo por el camino?"
script|job.arctic-isolated-instnace.argue.groundwork.bothComplete:8, player, , "{@player} \tYou mean... at Site Y?", "{@player} \t¿Quieres decir... en el Sitio Y?"
script|job.arctic-isolated-instnace.argue.groundwork.bothComplete:9, profArctic, , "{@profArctic} Exactly. A predator at Site Y may be eating all the Glass Sponges before they can go any farther.", "{@profArctic} Exactamente. Puede que un depredador en el Sitio Y se esté comiendo todas las Esponjas Vítreas antes de que lleguen más lejos."
script|job.arctic-isolated-instnace.argue.groundwork.bothComplete:10, , , "That may be a good place to check out next.", "Ese puede ser un buen lugar para investigar."
script|job.arctic-isolated-instnace.argue.final.shortcut:0, profArctic, , "{@profArctic}\tOh? What have you found out?", "{@profArctic}\t¿Qué descubriste?"
script|job.arctic-isolated-instnace.argue.final.main-question:0, profArctic, , "{@profArctic}\tHave you found any predators between {h}Site X{/h} and {h}Site Z{/h} that could be stopping the Glass Sponges from reaching the Frosted Sea?", "{@profArctic}¿Encontraste algún depredador entre el {h}Sitio X{/h} y el {h}Sitio Z{/h} que pudiera impedir que las Esponjas lleguen al Mar Glacial?"
script|job.arctic-isolated-instnace.argue.final.load-argue:6, , , "Present facts from AQOS", "Presentar los datos del AQOS"
script|job.arctic-isolated-instnace.argue.final.load-argue:9, , , "Let me get back to you.", "Ahorita regreso"
script|job.arctic-isolated-instnace.argue.final.unrelated:2, profArctic, , "{@profArctic}\tUm... did you mean to show me this?", "{@profArctic}\tUm... ¿querías enseñarme esto?"
script|job.arctic-isolated-instnace.argue.final.unrelated:3, , , "We need a predator of Glass Sponges, and a population count of the predator to prove they live at Site Y.", "Necesitamos un depredador de esponjas vítreas y un conteo de la población del depredador para demostrar que viven en el Sitio Y."
script|job.arctic-isolated-instnace.argue.giveUp:0, profArctic, , "{@profArctic}    Okay, Ollie. No worries. I'm sure you'll figure it out!", "{@profArctic}    De acuerdo, Oli. No te preocupes. ¡Seguro que lo averiguarás!"
script|job.arctic-isolated-instnace.argue.giveUpArgument:0, profArctic, , "{@profArctic}    No worries, Ollie. Just let me know when you're ready!", "{@profArctic} No te preocupes, Oli. Avísame cuando estés lista."
script|job.arctic-isolated-instnace.argue.final.complete:1, profArctic, , "{@profArctic} So the Cushion Stars eat all the Glass Sponges at Site Y, before they can make it here to Site Z.", "{@profArctic} Así que las Estrellas Cojín se comen todas las Esponjas Vítreas del Sitio Y, antes de que puedan llegar al Sitio Z."
script|job.arctic-isolated-instnace.argue.final.complete:2, , , "This was a tricky one! I'm impressed by your persistence.", "¡Esto fue muy complicado! Estoy impresionada por tu persistencia."
script|job.arctic-isolated-instnace.argue.final.complete:3, player, , "{@player}\t  Ha. My mom would call it stubbornness.", "{@player}\t Ja. Mi mami lo llamaría terquedad."
script|job.arctic-isolated-instnace.argue.final.complete:4, profArctic, , "{@profArctic}  Well, whatever you want to call it, your sister was the same way.", "{@profArctic} Bueno, como quieras llamarlo, tu hermana era igual."
script|job.arctic-isolated-instnace.argue.final.complete:5, , , "I'll pass on what we learned to my colleagues in Norway——they're studying Cushion Stars, too.", "Transmitiré lo que aprendimos a mis colegas de Noruega: ellos también están estudiando las Estrellas Cojín."
script|job.arctic-isolated-instnace.argue.final.complete:6, player, , "{@player}      Wow... you have colleagues in Norway?", "{@player}      Vaya... ¿tienes colegas en Noruega?"
script|job.arctic-isolated-instnace.argue.final.complete:7, profArctic, , "{@profArctic}   I talk to people all over, Ollie. Our whole network of scientists is connected.", "{@profArctic} Hablo con gente de todas partes, Oli. Toda nuestra red de científicos está conectada."
script|job.arctic-isolated-instnace.argue.final.complete:8, profArctic, , "{@profArctic}   Thanks again for your help. If you ever want another job, just let me know!", "{@profArctic} Gracias de nuevo por tu ayuda. Si te interesa otro trabajo, ¡avísame!"
script|job.arctic-missing-whale.start:0, arcticSci, , "{@arcticSci}    Oh, thank you, Ollie. I've been worried sick about poor Linda.", "{@arcticSci}    Gracias, Oli. He estado muy preocupada por la pobre Linda."
script|job.arctic-missing-whale.start:1, player, , "{@player}       Linda?", "{@player}       ¿Linda?"
script|job.arctic-missing-whale.start:2, arcticSci, , "{@arcticSci}    Our missing whale. One of the matriarchs of her pod.", "{@arcticSci}    Nuestra ballena desaparecida. Una de las matriarcas de su manada."
script|job.arctic-missing-whale.start:3, , , "My team has been tracking the pod for some time now.", "Mi equipo lleva tiempo siguiendo a la manada."
script|job.arctic-missing-whale.start:4, , , "Every year, they migrate through here before returning south.", "Todos los años migran por aquí antes de regresar al sur."
script|job.arctic-missing-whale.start:5, , , "This year, however, one was missing.", "Este año, sin embargo, faltaba una."
script|job.arctic-missing-whale.start:6, , , "We checked Linda's tracking device, but it seems to have stopped transmitting.", "Comprobamos el dispositivo de rastreo de Linda, pero parece que dejó de transmitir."
script|job.arctic-missing-whale.start:7, player, , "{@player}       Aw, no te preocupes, Professor. I'm sure you'll see Linda again.", "{@player}       No te preocupes, Profe. Estoy segura de que volverás a ver a Linda."
script|job.arctic-missing-whale.start:8, , , "I mean, how hard can it be to find a whale? They're not exactly small.", "Pues, ¿Que tan difícil puede ser encontrar una ballena? No son exactamente pequeñas."
script|job.arctic-missing-whale.start:9, player, , "{@player}       I'll get out there and start searching.", "{@player} Saldré y me pondré a buscar."
script|job.arctic-missing-whale.start:10, arcticSci, , "{@arcticSci}    Thank you, Ollie.", "{@arcticSci}    Gracias, Oli."
script|job.arctic-missing-whale.start:11, , , "Linda's last known location was somewhere near {fullnameof RS-4W}.", "La última ubicación conocida de Linda fue en algún lugar cerca en el {fullnameof RS-4W}."
script|job.arctic-missing-whale.start:12, , , "Finding either her or her tracker would be most helpful.", "Sería un gran ayuda encontrarla o a su rastreador."
script|job.arctic-missing-whale.start:13, , , "Do let me know what you find.", "Hazme saber lo que encuentres."
script|job.arctic-missing-whale.start:18, guide, , "{@guide}   Hmmm. It seems you've already completed all of your job tasks!", "{@guide}   Hmmm. ¡Parece que ya terminaste todas las tareas de tu trabajo!"
script|job.arctic-missing-whale.start:19, player, , "{@player}  Oh yeah... I guess you're right.", "{@player}  Ah, sí... Supongo que tienes razón."
script|job.arctic-missing-whale.start:20, guide, , "{@guide}   You seem hesitant to report your findings.", "{@guide}   Pareces indecisa de reportar tus hallazgos."
script|job.arctic-missing-whale.start:21, player, , "{@player}   I just... I wish it was better news.", "{@player} Es que... Desearía tener mejores noticias."
script|job.arctic-missing-whale.start:22, , , "Guess it's time to tell {nameof @arcticSci} what we discovered.", "Supongo que es hora de contarle a {nameof @arcticSci} lo que descubrimos."
script|job.arctic-missing-whale.switchToJob:1, player, , "{@player} What now, {nameof @guide}?", "{@player} ¿Y ahora qué, {nameof @guide}?"
script|job.arctic-missing-whale.switchToJob:2, guide, , "{@guide} Hmmm. It appears you've finished all of your tasks, Ollie!", "{@guide} Hmmm. Parece que terminaste todas tus tareas, Oli."
script|job.arctic-missing-whale.switchToJob:3, , , "All that's left is to report back to {nameof @arcticSci}.", "Sólo te queda informar al {nameof @arcticSci}."
script|job.arctic-missing-whale.helpFindWhale:0, player, , "{@player} \tWhat should we do next, {nameof @guide}?", "{@player} \t¿Qué hacemos ahora, {nameof @guide}?"
script|job.arctic-missing-whale.helpFindWhale:2, guide, , "{@guide}\tYou will need to investigate Linda's remains.", "{@guide}\tTendrás que investigar los restos de Linda."
script|job.arctic-missing-whale.helpFindWhale:3, , , "But first, you'll need a stronger engine.", "Pero antes, necesitarás un motor más potente."
script|job.arctic-missing-whale.helpFindWhale:4, , , "Otherwise that undersea current will keep sweeping you past the skeleton.", "Si no, esa corriente submarina seguirá arrastrándote más allá del esqueleto."
script|job.arctic-missing-whale.helpFindWhale:5, player, , "{@player}  Hmm. A stronger engine? I think I saw something in the shop like that.", "{@player} Hmm. ¿Un motor más potente? Creo que vi algo así en la tienda."
script|job.arctic-missing-whale.helpFindWhale:7, guide, , "{@guide}\tYou need to track down Linda, the missing whale.", "{@guide}\tTienes que encontrar a Linda, la ballena desaparecida."
script|job.arctic-missing-whale.helpFindWhale:8, , , "Check your AQOS to see her last known location.", "Comprueba tu AQOS para ver su última ubicación conocida."
script|job.arctic-missing-whale.enterScene:0, player, , "{@player}   Okay. Let's do this. Can you scan for Linda's tracker, {nameof @guide}?", "{@player}   De acuerdo. Vamos a hacer esto. ¿Puedes buscar el rastreador de Linda, {nameof @guide}?"
script|job.arctic-missing-whale.enterScene:1, guide, , "{@guide}    Processing,... processing...", "{@guide}    Procesando,... procesando..."
script|job.arctic-missing-whale.enterScene:2, , , "Yes! It appears we're picking up a faint signal.", "¡Sí! Parece que detectamos una señal débil."
script|job.arctic-missing-whale.enterScene:3, player, , "{@player}   Oh, that's amazing! Linda must be nearby!", "{@player}   ¡Oh, es increíble! Linda debe de estar cerca."
script|job.arctic-missing-whale.enterScene:4, , , "I told Professor Whalen we'd find her. He'll be so happy.", "Le dije al profesor Whalen que la encontraríamos. Se pondrá muy contento."
script|job.arctic-missing-whale.LookAround:0, player, , "{@player}   What should I be doing, {nameof @guide}?", "{@player}   ¿Qué tengo que hacer, {nameof @guide}?"
script|job.arctic-missing-whale.LookAround:2, guide, , "{@guide}    Start by seeing if you can find Linda's tracker.", "{@guide}    Comienza viendo si puedes encontrar el rastreador de Linda."
script|job.arctic-missing-whale.LookAround:4, guide, , "{@guide}    You will need a stronger engine to investigate further.", "{@guide}    Necesitarás un motor más potente para seguir investigando."
script|job.arctic-missing-whale.LookAround:5, , , "According to my data, the shop should have one in stock!", "Según mis datos, ¡la tienda debería tener uno en stock!"
script|job.arctic-missing-whale.LookAround:7, guide, , "{@guide}    See if you can find any evidence of Linda herself.", "{@guide}    A ver si encuentras alguna evidencia de la misma Linda."
script|job.arctic-missing-whale.LookAround:9, guide, , "{@guide}\tYou will need to scan more of the detritus, O.", "{@guide}\tTendrás que escanear más detritus, Oli."
script|job.arctic-missing-whale.gotDetritus:0, player, , "{@player}   Okay, {nameof @guide}. What now?", "{@player}   De acuerdo, {@guide}. ¿Y ahora qué?"
script|job.arctic-missing-whale.gotDetritus:1, guide, , "{@guide}\tYou'll need to count the detritus in order to complete your task.", "{@guide}\tTendrás que contar los detritus para completar tu tarea."
script|job.arctic-missing-whale.gotScans:0, player, , "{@player}   Looks like we've got all we need.", "{@player}   Parece que tenemos todo lo que necesitamos."
script|job.arctic-missing-whale.gotScans:1, guide, , "{@guide}    Yes! A windfall of data.", "{@guide}    ¡Sí! Una gran cantidad de datos."
script|job.arctic-missing-whale.gotScans:2, player, , "{@player}   And some bad news for {nameof @arcticSci}.", "{@player}   Y una mala noticia para {nameof @arcticSci}."
script|job.arctic-missing-whale.gotScans:3, , , "I guess we better go tell him. At least now he'll know where she is.", "Será mejor que vayamos a decírselo. Por lo menos ahora sabrá dónde está."
script|job.arctic-missing-whale.helpBackToShip:0, player, , "{@player} \tCan you remind me where to go, {nameof @guide}?", "{@player} \t¿Puedes recordarme dónde ir, {nameof @guide}?"
script|job.arctic-missing-whale.helpBackToShip:1, guide, , "{@guide}\tMy sensors indicate that you are stalling, O.", "{@guide} Mis sensores indican que te estás demorando, Oli."
script|job.arctic-missing-whale.helpBackToShip:2, player, , "{@player}   What? Of course I'm not stalling!", "{@player}   ¿Mande? ¡Claro que no!"
script|job.arctic-missing-whale.helpBackToShip:3, guide, , "{@guide}    Ah. I must have misinterpreted the data.", "{@guide}    Ah. Debo de haber interpretado mal los datos."
script|job.arctic-missing-whale.helpBackToShip:4, , , "You need to report back to {nameof @arcticSci} and tell them that Linda has been found.", "Tienes que informar al {nameof @arcticSci} y decirle que Linda fue encontrada."
script|job.arctic-missing-whale.catchFindTracker:0, player, , "{@player}   Where should we start, {nameof @guide}?", "{@player}   ¿Por dónde empezamos, {nameof @guide}?"
script|job.arctic-missing-whale.catchFindTracker:1, guide, , "{@guide}    You need to search Site W for Linda's tracking device.", "{@guide}    Tienes que buscar en el Sitio W por el dispositivo de rastreo de Linda."
script|job.arctic-missing-whale.catchFindWhale:0, player, , "{@player}   Okay, {nameof @guide}. We've got the tracker. What now?", "{@player}   De acuerdo, {nameof @guide}. Ya tenemos el rastreador. ¿Y ahora qué?"
script|job.arctic-missing-whale.catchFindWhale:1, guide, , "{@guide}    You need to search the area for any proof that Linda is here.", "{@guide}    Tienes que buscar en la zona para encontrar alguna pista de que Linda está aquí."
script|job.arctic-missing-whale.catchFindWhale:2, player, , "{@player}   I'm sure she's close. I can feel it!", "{@player} Estoy segura de que está cerca. Puedo sentirla."
script|job.arctic-missing-whale.catchFindWhale:3, , , "Let's keep searching.", "Sigamos buscando."
script|job.arctic-missing-whale.catchFoundDetritus:0, player, , "{@player} Wow. Poor Linda.", "{@player} Vaya. Pobre Linda."
script|job.arctic-missing-whale.catchFoundDetritus:1, , , "I guess it really is her.", "Supongo que realmente es ella."
script|job.arctic-missing-whale.catchFoundDetritus:2, , , "What should we do now, {nameof @guide}?", "¿Qué hacemos ahora, {nameof @guide}?"
script|job.arctic-missing-whale.catchFoundDetritus:3, guide, , "{@guide}  You need to count all of the detritus.", "{@guide}  Tienes que contar todos los detritus."
script|job.arctic-missing-whale.catchFoundDetritus:4, , , "A whale-sized amount will prove to {nameof @arcticSci} that Linda is here.", "Una cantidad del tamaño de una ballena confirmará al {nameof @arcticSci} que Linda está aquí."
script|job.arctic-missing-whale.catchReportBack:0, guide, , "{@guide}\tReturn to the station to talk to {nameof @arcticSci}.", "{@guide}\tRegresa a la estación para hablar con {nameof @arcticSci}."
script|job.arctic-missing-whale.argue.intro:5, arcticSci, , "{@arcticSci}   Have you found Linda?", "{@arcticSci} ¿Encontraste a Linda?"
script|job.arctic-missing-whale.argue.intro:6, , , "Yes... but I'm sorry. It's not good news.", "Sí... pero lo siento. No son buenas noticias."
script|job.arctic-missing-whale.argue.intro:8, , , "No idea -- I keep getting swept away!", "No tengo idea... ¡sigo perdiéndome!"
script|job.arctic-missing-whale.argue.intro:10, , , "No, sorry. No sign of her yet.", "No, lo siento. Aún no hay rastro de ella."
script|job.arctic-missing-whale.argue.showClaim:1, , , "Present facts from AQOS", "Presentar los datos del AQOS"
script|job.arctic-missing-whale.argue.showClaim:5, , , "Let me get back to you.", "Ahorita regreso"
script|job.arctic-missing-whale.argue.detritus:3, arcticSci, , "{@arcticSci}  Oh dear. That's certainly enough detritus to be a whale's remains.", "{@arcticSci}  Cielos. Sin duda son suficientes detritus para ser los restos de una ballena."
script|job.arctic-missing-whale.argue.detritus:4, , , "It might be Linda... but there are many Bowhead Whales that pass through here.", "Podría ser Linda... pero hay mucha Ballena Boreal que pasa por aquí."
script|job.arctic-missing-whale.argue.detritus:5, , , "Did you find anything to confirm that it's her?", "¿Encontraste algo que confirme que es ella?"
script|job.arctic-missing-whale.argue.whaleTracker:3, arcticSci, , "{@arcticSci}   Oh dear... Linda's tracker. This explains why we lost the signal.", "{@arcticSci}   Ay Dios... El rastreador de Linda. Esto explica por qué perdimos la señal."
script|job.arctic-missing-whale.argue.whaleTracker:4, , , "But that means she could be anywhere.", "Pero eso significa que podría estar en cualquier parte."
script|job.arctic-missing-whale.argue.whaleTracker:5, , , "Unless you found more evidence of her whereabouts...?", "Al menos que haygas encontrado más pruebas de su ubicación...?"
script|job.arctic-missing-whale.argue.unrelated:1, arcticSci, , "{@arcticSci} That is undoubtedly fascinating, Ollie. But I'm not sure it's helpful here.", "{@arcticSci} Sin duda es fascinante, Oli. Pero no estoy segura de que sea útil aquí."
script|job.arctic-missing-whale.argue.giveUp:0, arcticSci, , "{@arcticSci} Okay, Ollie. Please let me know if you find anything.", "{@arcticSci} De acuerdo, Oli. Por favor, avísame si encuentres algo."
script|job.arctic-missing-whale.argue.cantFind:0, arcticSci, , "{@arcticSci}   Alas. I had a feeling this would happen.", "{@arcticSci}   Ay. Tenía el presentimiento de que esto ocurriría."
script|job.arctic-missing-whale.argue.cantFind:1, , , "We may never track her down. I hope nothing bad has happened to her...", "Puede que nunca la localicemos. Espero que no le haya ocurrido nada malo..."
script|job.arctic-missing-whale.argue.sweptAway:0, arcticSci, , "{@arcticSci}    Ah, yes. Perhaps we should have warned you about the currents in some places.", "{@arcticSci}    Ah, sí. Quizá debí haberte advertido sobre las corrientes."
script|job.arctic-missing-whale.argue.sweptAway:2, arcticSci, , "{@arcticSci}    But it seems you've acquired a stronger {h}Engine{/h}! You shouldn't be swept away any more.", "{@arcticSci}    ¡Pero parece que adquiriste un {h}Motor{/h} más fuerte! Ya no deberías ser arrastrada."
script|job.arctic-missing-whale.argue.sweptAway:3, , , "Good luck out there.", "Buena suerte por allá."
script|job.arctic-missing-whale.argue.sweptAway:5, arcticSci, , "{@arcticSci}    Until you have a stronger {h}Engine{/h}, it may be wise to switch to a new job for now.", "{@arcticSci}    Mientras no tengas un {h}Motor{/h} más potente, quizá te convenga cambiar de trabajo por ahora."
script|job.arctic-missing-whale.argue.sweptAway:6, , , "You can always come back to this job later!", "Siempre puedes volver a este trabajo más adelante."
script|job.arctic-missing-whale.argue.complete:1, arcticSci, , "{@arcticSci}   Oh. Well, then.", "{@arcticSci}   Oh. Pues bien."
script|job.arctic-missing-whale.argue.complete:2, , , "Well. That's unfortunate.", "Vaya. Es una pena."
script|job.arctic-missing-whale.argue.complete:3, player, , "{@player}       I'm so sorry, Professor. I know you've been studying Linda for a long time.", "{@player} Lo siento mucho, profesor. Sé que llevas mucho tiempo estudiando a Linda."
script|job.arctic-missing-whale.argue.complete:4, arcticSci, , "{@arcticSci}   Oh, don't be sorry, Ollie. I'm grateful to you. Now we know where she is.", "{@arcticSci}   No lo sientas, Oli. Te estoy muy agradecida. Ahora sabemos dónde está."
script|job.arctic-missing-whale.argue.complete:5, , , "Though I do wonder how she died.", "Aunque me pregunto cómo murió."
script|job.arctic-missing-whale.argue.complete:6, , , "If you ever want to help out again, perhaps we could get to the bottom of this together.", "Si alguna vez quieres volver a ayudar, quizá podamos llegar juntas al fondo del asunto."
script|job.arctic-missing-whale.argue.complete:7, player, , "{@player}       Of course.", "{@player}       Por supuesto."
script|job.arctic-missing-whale.argue.complete:8, arcticSci, , "{@arcticSci}   Thank you, Ollie. You're incredibly like your sister, you know.", "{@arcticSci}   Gracias, Oli. Eres increíblemente parecida a tu hermana."
script|job.arctic-missing-whale.argue.complete:9, , , "Come back anytime.", "Vuelve cuando quieras."
script|job.arctic-picky-eaters.start:0, profArctic, , "{@profArctic} I'm excited to see you taking another job, Ollie!", "{@profArctic} ¡Me alegra ver que tomaste otro trabajo, Oli!"
script|job.arctic-picky-eaters.start:1, profArctic, , "{@profArctic}  I've been trying to feed the Cod equal amounts of Algae and Diatoms...", "{@profArctic} Estoy intentando alimentar al bacalao con cantidades iguales de Algas y diatomeas..."
script|job.arctic-picky-eaters.start:2, , , "But it seems like they're mostly going for the Diatoms.", "Pero parece que principalmente van a por las Diatomeas."
script|job.arctic-picky-eaters.start:4, profArctic, , "{@profArctic}   I'll send you the data we have collected so far.", "{@profArctic} Te enviaré los datos que obtuvimos hasta ahora."
script|job.arctic-picky-eaters.start:6, profArctic, , "{@profArctic}   I'll send you the data we have collected so far.", "{@profArctic} Te enviaré los datos que obtuvimos hasta ahora."
script|job.arctic-picky-eaters.start:13, profArctic, , "{@profArctic}   Our mechanic has been annoyed at all the Algae clogging up people's engines.", "{@profArctic}   El mecánico esta molesto por todas las Algas que atascan los motores de la tripulación."
script|job.arctic-picky-eaters.start:14, player, , "{@player}   Weird. Why do you think the Cod aren't eating the algae?", "{@player}   Qué raro. ¿Por qué crees que el bacalao no se está comiendo las algas?"
script|job.arctic-picky-eaters.start:15, profArctic, , "{@profArctic} That's what I need you to solve.", "{@profArctic} Eso es lo que necesito que resuelvas."
script|job.arctic-picky-eaters.start:16, player, , "{@player}   Okay. Muy fácil. I'll just head back to the AquaLab and use the Measurement Tank.", "{@player}   De acuerdo. Muy fácil. Volveré al AquaLab y utilizaré el Tanque de Medidas."
script|job.arctic-picky-eaters.start:17, profArctic, , "{@profArctic} Great. Let me know what you find!", "{@profArctic} Estupendo. ¡Déjame saber lo que encuentres!"
script|job.arctic-picky-eaters.measureAlgaeOnly:0, guide, , "{@guide} One down, one to go!", "{@guide} Ya está uno y queda otro."
script|job.arctic-picky-eaters.measureDiatomsOnly:0, guide, , "{@guide}   One down, one to go!", "{@guide}   Ya está uno y queda otro."
script|job.arctic-picky-eaters.measureBoth:0, guide, , "{@guide}  Adequate work, Ollie! You've gathered all the data you need.", "{@guide}  ¡Trabajo adecuado, Oli! Tienes todos los datos que necesitas."
script|job.arctic-picky-eaters.measureBoth:1, player, , "{@player} Yeah... but what does it mean?", "{@player} Sí... ¿pero qué significa?"
script|job.arctic-picky-eaters.measureBoth:2, guide, , "{@guide}  Processing.. processing...", "{@guide}  Procesando... procesando..."
script|job.arctic-picky-eaters.measureBoth:3, , , "My data is inconclusive, O. I suggest reporting back to {nameof @profArctic}.", "Mis datos no son definitivos, Oli. Te sugiero que vuelvas a informar a la {nameof @profArctic}."
script|job.arctic-picky-eaters.catchObtainRateAlgae:0, player, , "{@player} What should I do now, {nameof @guide}?", "{@player} ¿Qué hago ahora, {nameof @guide}?"
script|job.arctic-picky-eaters.catchObtainRateAlgae:1, guide, , "{@guide}     Place the Cod in the Measurement Tank with something it eats!", "{@guide}     ¡Coloca el bacalao en el Tanque de Medidas con algo que se coma!"
script|job.arctic-picky-eaters.catchObtainRateDiatoms:0, player, , "{@player} Okay, {nameof @guide}. What now?", "{@player} Sale, {nameof @guide}. ¿Y ahora qué?"
script|job.arctic-picky-eaters.catchObtainRateDiatoms:1, guide, , "{@guide}\t Place the Cod in the Measurement Tank with something it eats!", "{@guide}\t ¡Coloca el Bacalao en el Tanque de Medidas con algo que se coma!"
script|job.arctic-picky-eaters.catchReportBack:0, guide, , "{@guide}\t Compare the rates you just obtained. Then report your findings to {nameof @profArctic}!", "{@guide}\t Compara los índices que acabas de obtener. ¡Luego informa sobre tus descubrimientos a {nameof @profArctic}!"
script|job.arctic-picky-eaters.argue.intro:1, profArctic, , "{@profArctic}  How'd it go out there, Ollie?", "{@profArctic} ¿Cómo te fue allá, Oli?"
script|job.arctic-picky-eaters.argue.intro:2, player, , "{@player} So... I got the rates we needed. But I'm not totally sure what they mean.", "{@player} Así que... conseguí las tasas que necesitábamos. Pero no estoy totalmente segura de lo que significan."
script|job.arctic-picky-eaters.argue.intro:3, profArctic, , "{@profArctic} Well, feeding rates can tell us a lot about how much energy a species needs.", "{@profArctic} Bueno, las tasas de alimentación pueden decirnos mucho sobre cuánta energía necesita una especie."
script|job.arctic-picky-eaters.argue.firstQuery:0, profArctic, , "{@profArctic}   If a species eats larger amounts of one species, it usually means that species is low on nutrition.", "{@profArctic} Si una especie come grandes cantidades de otra especie, generalmente significa que esa especie está poco nutrida."
script|job.arctic-picky-eaters.argue.firstQuery:1, player, , "{@player} Oh... like how I need to eat about a million of Mom's kelp rolls in order to feel full.", "{@player} Ah... como cuando yo necesito comerme un millón de rollitos de algas de mi mami para quedarme llena."
script|job.arctic-picky-eaters.argue.firstQuery:2, , , "Um... not that I'd recommend that.", "Em... pues no es que lo recomendaría."
script|job.arctic-picky-eaters.argue.firstQuery:3, profArctic, , "{@profArctic} Exactly. So according to your data, which species is more nutritious for the Cod?", "{@profArctic} Exactamente. Entonces, según tus datos, ¿qué especie es más nutritiva para el bacalao?"
script|job.arctic-picky-eaters.argue.chooseClaim:2, , , "Diatoms", "Diatomeas"
script|job.arctic-picky-eaters.argue.chooseClaim:3, , , "Ice Algae", "Algas del Hielo"
script|job.arctic-picky-eaters.argue.chooseClaim:4, , , "Not sure yet", "Aún no estoy segura"
script|job.arctic-picky-eaters.argue.diatomQuery:0, profArctic, , "{@profArctic}  Okay, let's verify that. How do the rates compare?", "{@profArctic}  Bien, verifiquémoslo. ¿Cómo se comparan las tasas?"
script|job.arctic-picky-eaters.argue.chooseFactsDiatoms:0, , , "Present facts from AQOS", "Presentar los datos del AQOS"
script|job.arctic-picky-eaters.argue.chooseFactsDiatoms:3, , , "Let me get back to you.", "Ahorita regreso"
script|job.arctic-picky-eaters.argue.revise:1, profArctic, , "{@profArctic}  Oh... actually, Ollie, these rates show the opposite.", "{@profArctic}  Ay... en realidad, Oli, estas tasas muestran lo contrario."
script|job.arctic-picky-eaters.argue.revise:2, , , "High nutrition means lower rates, because the Cod won't need to eat as much of it.", "Una nutrición alta implica tasas más bajas, porque el bacalao no necesita comer tanto."
script|job.arctic-picky-eaters.argue.revise:3, , , "Low nutrition means higher rates, because the Cod need to eat a lot to fill up.", "Una nutrición baja implica tasas más altas, porque el bacalao necesita comer mucho para llenarse."
script|job.arctic-picky-eaters.argue.revise:4, , , "Want to take another guess?", "¿Quieres hacer otra prueba?"
script|job.arctic-picky-eaters.argue.revise:9, profArctic, , "{@profArctic}   Looks like you're missing the rates for at least one of these facts.", "{@profArctic}   Parece que te faltan las tasas de al menos uno de estos hechos."
script|job.arctic-picky-eaters.argue.revise:10, , , "You'll need to head back to your Measurement Tank and find the rates we need.", "Tendrás que volver a tu Tanque de Medidas y encontrar las tasas que necesitamos."
script|job.arctic-picky-eaters.argue.unrelatedDiatoms:0, profArctic, , "{@profArctic}   Um... did you mean to show me this, Ollie? We need to look at the Cod's eating rates.", "{@profArctic} Um... ¿querías enseñarme esto, Oli? Tenemos que ver las tasas de alimentación del Bacalao."
script|job.arctic-picky-eaters.argue.algaeQuery:0, profArctic, , "{@profArctic}  Okay, let's double check. How do the rates compare?", "{@profArctic}  Vale, comprobémoslo dos veces. ¿Cómo se comparan las tasas?"
script|job.arctic-picky-eaters.argue.chooseFactsAlgae:0, , , "Present facts from AQOS", "Presentar los datos del AQOS"
script|job.arctic-picky-eaters.argue.chooseFactsAlgae:3, , , "Let me get back to you.", "Ahorita regreso"
script|job.arctic-picky-eaters.argue.unrelatedAlgae:0, profArctic, , "{@profArctic}   I'm not following how this relates to Cod eating rates.", "{@profArctic} No entiendo cómo esto está relacionado con las tasas de consumo del bacalao."
script|job.arctic-picky-eaters.argue.notSure:0, profArctic, , "{@profArctic}   That's okay, there's no rush here. Let me know when you're ready.", "{@profArctic} Está bien, no hay prisa. Avísame cuando estés lista."
script|job.arctic-picky-eaters.argue.complete:2, profArctic, , "{@profArctic}  Amazing job, Ollie! Looks like the Cod aren't eating much Ice Algae because small amounts provide a lot of nutrition.", "{@profArctic}  ¡Excelente trabajo, Oli! Parece que el bacalao no se está comiendo muchas Algas del Hielo porque pequeñas cantidades ofrece mucha nutrición."
script|job.arctic-picky-eaters.argue.complete:3, player, , "{@player} Wow. The Ice Algae must be, like, an Arctic Cod protein shake.", "{@player} Vaya. Las Algas del Hielo deberán ser, como, un licuado de proteínas de Bacalao Polar."
script|job.arctic-picky-eaters.argue.complete:4, profArctic, , "{@profArctic} I wonder if this has anything to do with what happened to that missing whale...", "{@profArctic} Me pregunto si esto tendrá algo que ver con lo que le ocurrió a esa ballena desaparecida..."
script|job.arctic-picky-eaters.argue.complete:5, , , "Anyway, thanks for your help, Ollie. I owe you one.", "De todos modos, gracias por tu ayuda, Oli. Te debo una."
script|job.arctic-picky-eaters.argue.complete:8, profArctic, , "{@profArctic}   Looks like you're missing the rates for at least one of these facts.", "{@profArctic}   Parece que te faltan las tasas de al menos uno de estos hechos."
